1,93,3.8332334,881251843
1,322,4.262621,881251820
1,330,4.055075,881251820
1,488,3.9188266,881251884
1,522,2.9389799,881252305
1,529,3.6407828,881251863
1,551,4.1020327,881251911
1,633,3.7146456,881252056
1,673,4.066033,881251601
1,752,3.7664385,881251045
2,49,3.4615157,891719775
2,154,3.757833,879023073
2,158,3.6105857,879720880
2,191,2.9734745,879023242
2,371,2.6057413,879023272
2,400,3.6920872,879023556
2,444,2.757688,879024148
2,470,3.0540426,879023529
2,852,3.1261468,891718700
2,971,3.3932514,879023152
3,24,2.9456518,878887983
3,63,3.6581404,878888026
3,167,3.6820407,878886682
3,188,1.7708986,878886307
3,289,3.6914036,878886682
3,348,3.797594,878886479
3,477,3.414072,878888145
3,505,3.1488657,878888066
3,894,2.2440763,878887413
3,975,2.9027495,878886902
4,31,4.3146524,880604302
4,47,3.4725366,880602893
4,243,3.816568,880604276
4,318,3.84331,880605869
4,329,2.9458492,880607489
4,358,4.495577,880604379
4,477,3.5219228,880607489
4,572,4.212367,880605920
4,756,3.4512022,880603960
4,962,3.5811138,880606993
5,52,2.8216116,886397723
5,99,3.1556973,886397722
5,145,2.6192398,886397722
5,188,1.7320617,886397855
5,266,2.2875438,886397802
5,326,3.7462227,886397478
5,653,3.3294988,886397723
5,669,2.1138566,886397827
5,732,1.9796543,886397777
5,986,1.6697806,886397905
6,55,3.5234735,884183099
6,157,4.567954,884182685
6,203,3.6973581,884127249
6,222,4.3652754,884127369
6,242,4.6214175,884182627
6,390,4.492574,884182748
6,504,4.1033893,884183336
6,539,4.7524595,884127690
6,545,4.048101,884183406
6,662,4.7568398,884183572
7,50,4.4860044,881171982
7,102,4.415964,881171137
7,103,4.301701,881172117
7,126,4.5358777,881171825
7,149,4.4040575,881169776
7,186,4.649831,881172246
7,190,4.6880875,881171760
7,402,4.080464,881171693
7,598,4.25331,881170844
7,817,3.8430243,881172183
8,78,4.03309,891628002
8,96,3.7086902,891627829
8,154,4.2435317,891628074
8,175,4.9046097,891628122
8,289,4.0146217,891628884
8,406,4.1427555,891628614
8,591,3.7460124,891628501
8,609,3.9134502,891627664
8,658,4.3940163,891628518
